Running bpa_pyriscv/riscv_isa/programs/benchmarks/towers.riscv
                   0: PC: xxxxxxxx, IR: xxxxxxxx
                   1: PC: 80000000, IR: 00000093, li ra,0x0
                 147: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 148: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 149: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 150: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 151: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 152: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 153: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 154: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 155: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 156: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 157: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 158: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 159: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 160: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 161: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 162: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 163: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 164: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 165: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 166: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 167: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 168: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 169: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 170: PC: 800025d8, IR: 00478793, addi a5,a5,0x4
                 171: PC: 800025dc, IR: feb7ae23, sw a1,0x-4(a5)
                 172: PC: 800025e0, IR: fec7ece3, bltu a5,a2,0x800025d8
                 173: PC: 800025e4, IR: 00008067, ret
                 174: PC: 80002ccc, IR: 00090593, addi a1,s2,0x0
                 175: PC: 80002cd0, IR: 00048513, addi a0,s1,0x0
                 176: PC: 80002cd4, IR: 851ff0ef, jal ra,0x80002524
                 177: PC: 80002524, IR: 00051063, bnez a0,0x80002524
                 178: PC: 80002528, IR: 00008067, ret
                 179: PC: 80002cd8, IR: 00000593, li a1,0x0
                 180: PC: 80002cdc, IR: 00000513, li a0,0x0
                 181: PC: 80002ce0, IR: de0ff0ef, jal ra,0x800022c0
                 182: PC: 800022c0, IR: fd010113, addi sp,sp,0x-30
                 183: PC: 800022c4, IR: 02112623, sw ra,0x2c(sp)
                 184: PC: 800022c8, IR: 00002717, auipc a4,0x2000
                 185: PC: 800022cc, IR: a4470713, addi a4,a4,0x-5bc
                 186: PC: 800022d0, IR: 00002797, auipc a5,0x2000
                 187: PC: 800022d4, IR: a5478793, addi a5,a5,0x-5ac
                 188: PC: 800022d8, IR: 00f72223, sw a5,0x4(a4)
                 189: PC: 800022dc, IR: 00700693, li a3,0x7
                 190: PC: 800022e0, IR: 00d72023, sw a3,0x0(a4)
                 191: PC: 800022e4, IR: 0207aa23, sw zero,0x34(a5)
                 192: PC: 800022e8, IR: 06300713, li a4,0x63
                 193: PC: 800022ec, IR: 02e7a823, sw a4,0x30(a5)
                 194: PC: 800022f0, IR: 00002797, auipc a5,0x2000
                 195: PC: 800022f4, IR: a3c78793, addi a5,a5,0x-5c4
                 196: PC: 800022f8, IR: 00000713, li a4,0x0
                 197: PC: 800022fc, IR: 00600613, li a2,0x6
                 198: PC: 80002300, IR: 00070693, addi a3,a4,0x0
                 199: PC: 80002304, IR: 00170713, addi a4,a4,0x1
                 200: PC: 80002308, IR: fef7ae23, sw a5,0x-4(a5)
                 201: PC: 8000230c, IR: fed7ac23, sw a3,0x-8(a5)
                 202: PC: 80002310, IR: 00878793, addi a5,a5,0x8
                 203: PC: 80002314, IR: fec716e3, bne a4,a2,0x80002300
                 204: PC: 80002300, IR: 00070693, addi a3,a4,0x0
                 205: PC: 80002304, IR: 00170713, addi a4,a4,0x1
                 206: PC: 80002308, IR: fef7ae23, sw a5,0x-4(a5)
                 207: PC: 8000230c, IR: fed7ac23, sw a3,0x-8(a5)
                 208: PC: 80002310, IR: 00878793, addi a5,a5,0x8
                 209: PC: 80002314, IR: fec716e3, bne a4,a2,0x80002300
                 210: PC: 80002300, IR: 00070693, addi a3,a4,0x0
                 211: PC: 80002304, IR: 00170713, addi a4,a4,0x1
                 212: PC: 80002308, IR: fef7ae23, sw a5,0x-4(a5)
                 213: PC: 8000230c, IR: fed7ac23, sw a3,0x-8(a5)
                 214: PC: 80002310, IR: 00878793, addi a5,a5,0x8
                 215: PC: 80002314, IR: fec716e3, bne a4,a2,0x80002300
                 216: PC: 80002300, IR: 00070693, addi a3,a4,0x0
                 217: PC: 80002304, IR: 00170713, addi a4,a4,0x1
                 218: PC: 80002308, IR: fef7ae23, sw a5,0x-4(a5)
                 219: PC: 8000230c, IR: fed7ac23, sw a3,0x-8(a5)
                 220: PC: 80002310, IR: 00878793, addi a5,a5,0x8
                 221: PC: 80002314, IR: fec716e3, bne a4,a2,0x80002300
                 222: PC: 80002300, IR: 00070693, addi a3,a4,0x0
                 223: PC: 80002304, IR: 00170713, addi a4,a4,0x1
                 224: PC: 80002308, IR: fef7ae23, sw a5,0x-4(a5)
                 225: PC: 8000230c, IR: fed7ac23, sw a3,0x-8(a5)
                 226: PC: 80002310, IR: 00878793, addi a5,a5,0x8
                 227: PC: 80002314, IR: fec716e3, bne a4,a2,0x80002300
                 228: PC: 80002300, IR: 00070693, addi a3,a4,0x0
                 229: PC: 80002304, IR: 00170713, addi a4,a4,0x1
                 230: PC: 80002308, IR: fef7ae23, sw a5,0x-4(a5)
                 231: PC: 8000230c, IR: fed7ac23, sw a3,0x-8(a5)
                 232: PC: 80002310, IR: 00878793, addi a5,a5,0x8
                 233: PC: 80002314, IR: fec716e3, bne a4,a2,0x80002300
                 234: PC: 80002318, IR: 00700593, li a1,0x7
                 235: PC: 8000231c, IR: 00010513, addi a0,sp,0x0
                 236: PC: 80002320, IR: d99ff0ef, jal ra,0x800020b8
                 237: PC: 800020b8, IR: ff010113, addi sp,sp,0x-10
                 238: PC: 800020bc, IR: 00112623, sw ra,0xc(sp)
                 239: PC: 800020c0, IR: 00812423, sw s0,0x8(sp)
                 240: PC: 800020c4, IR: 00912223, sw s1,0x4(sp)
                 241: PC: 800020c8, IR: 00058413, addi s0,a1,0x0
                 242: PC: 800020cc, IR: 00b52023, sw a1,0x0(a0)
                 243: PC: 800020d0, IR: 00052223, sw zero,0x4(a0)
                 244: PC: 800020d4, IR: 00850493, addi s1,a0,0x8
                 245: PC: 800020d8, IR: 00052423, sw zero,0x8(a0)
                 246: PC: 800020dc, IR: 00052623, sw zero,0xc(a0)
                 247: PC: 800020e0, IR: 00052823, sw zero,0x10(a0)
                 248: PC: 800020e4, IR: 00052a23, sw zero,0x14(a0)
                 249: PC: 800020e8, IR: 00052c23, sw zero,0x18(a0)
                 250: PC: 800020ec, IR: 00052e23, sw zero,0x1c(a0)
                 251: PC: 800020f0, IR: 00b05c63, bge zero,a1,0x80002108
                 252: PC: 800020f4, IR: 00040593, addi a1,s0,0x0
                 253: PC: 800020f8, IR: 00048513, addi a0,s1,0x0
                 254: PC: 800020fc, IR: f19ff0ef, jal ra,0x80002014
                 255: PC: 80002014, IR: 00002717, auipc a4,0x2000
                 256: PC: 80002018, IR: cf870713, addi a4,a4,0x-308
                 257: PC: 8000201c, IR: 00472783, lw a5,0x4(a4)
                 258: PC: 80002020, IR: 0047a683, lw a3,0x4(a5)
                 259: PC: 80002024, IR: 00d72223, sw a3,0x4(a4)
                 260: PC: 80002028, IR: 00452703, lw a4,0x4(a0)
                 261: PC: 8000202c, IR: 00e7a223, sw a4,0x4(a5)
                 262: PC: 80002030, IR: 00f52223, sw a5,0x4(a0)
                 263: PC: 80002034, IR: 00b7a023, sw a1,0x0(a5)
                 264: PC: 80002038, IR: 00052783, lw a5,0x0(a0)
                 265: PC: 8000203c, IR: 00178793, addi a5,a5,0x1
                 266: PC: 80002040, IR: 00f52023, sw a5,0x0(a0)
                 267: PC: 80002044, IR: 00008067, ret
                 268: PC: 80002100, IR: fff40413, addi s0,s0,0x-1
                 269: PC: 80002104, IR: fe0418e3, bnez s0,0x800020f4
                 270: PC: 800020f4, IR: 00040593, addi a1,s0,0x0
                 271: PC: 800020f8, IR: 00048513, addi a0,s1,0x0
                 272: PC: 800020fc, IR: f19ff0ef, jal ra,0x80002014
                 273: PC: 80002014, IR: 00002717, auipc a4,0x2000
                 274: PC: 80002018, IR: cf870713, addi a4,a4,0x-308
                 275: PC: 8000201c, IR: 00472783, lw a5,0x4(a4)
                 276: PC: 80002020, IR: 0047a683, lw a3,0x4(a5)
                 277: PC: 80002024, IR: 00d72223, sw a3,0x4(a4)
                 278: PC: 80002028, IR: 00452703, lw a4,0x4(a0)
                 279: PC: 8000202c, IR: 00e7a223, sw a4,0x4(a5)
                 280: PC: 80002030, IR: 00f52223, sw a5,0x4(a0)
                 281: PC: 80002034, IR: 00b7a023, sw a1,0x0(a5)
                 282: PC: 80002038, IR: 00052783, lw a5,0x0(a0)
                 283: PC: 8000203c, IR: 00178793, addi a5,a5,0x1
                 284: PC: 80002040, IR: 00f52023, sw a5,0x0(a0)
                 285: PC: 80002044, IR: 00008067, ret
                 286: PC: 80002100, IR: fff40413, addi s0,s0,0x-1
                 287: PC: 80002104, IR: fe0418e3, bnez s0,0x800020f4
                 288: PC: 800020f4, IR: 00040593, addi a1,s0,0x0
                 289: PC: 800020f8, IR: 00048513, addi a0,s1,0x0
                 290: PC: 800020fc, IR: f19ff0ef, jal ra,0x80002014
                 291: PC: 80002014, IR: 00002717, auipc a4,0x2000
                 292: PC: 80002018, IR: cf870713, addi a4,a4,0x-308
                 293: PC: 8000201c, IR: 00472783, lw a5,0x4(a4)
                 294: PC: 80002020, IR: 0047a683, lw a3,0x4(a5)
                 295: PC: 80002024, IR: 00d72223, sw a3,0x4(a4)
                 296: PC: 80002028, IR: 00452703, lw a4,0x4(a0)
                 297: PC: 8000202c, IR: 00e7a223, sw a4,0x4(a5)
                 298: PC: 80002030, IR: 00f52223, sw a5,0x4(a0)
                 299: PC: 80002034, IR: 00b7a023, sw a1,0x0(a5)
                 300: PC: 80002038, IR: 00052783, lw a5,0x0(a0)
                 301: PC: 8000203c, IR: 00178793, addi a5,a5,0x1
                 302: PC: 80002040, IR: 00f52023, sw a5,0x0(a0)
                 303: PC: 80002044, IR: 00008067, ret
                 304: PC: 80002100, IR: fff40413, addi s0,s0,0x-1
                 305: PC: 80002104, IR: fe0418e3, bnez s0,0x800020f4
                 306: PC: 800020f4, IR: 00040593, addi a1,s0,0x0
                 307: PC: 800020f8, IR: 00048513, addi a0,s1,0x0
                 308: PC: 800020fc, IR: f19ff0ef, jal ra,0x80002014
                 309: PC: 80002014, IR: 00002717, auipc a4,0x2000
                 310: PC: 80002018, IR: cf870713, addi a4,a4,0x-308
                 311: PC: 8000201c, IR: 00472783, lw a5,0x4(a4)
                 312: PC: 80002020, IR: 0047a683, lw a3,0x4(a5)
                 313: PC: 80002024, IR: 00d72223, sw a3,0x4(a4)
                 314: PC: 80002028, IR: 00452703, lw a4,0x4(a0)
                 315: PC: 8000202c, IR: 00e7a223, sw a4,0x4(a5)
                 316: PC: 80002030, IR: 00f52223, sw a5,0x4(a0)
                 317: PC: 80002034, IR: 00b7a023, sw a1,0x0(a5)
                 318: PC: 80002038, IR: 00052783, lw a5,0x0(a0)
                 319: PC: 8000203c, IR: 00178793, addi a5,a5,0x1
                 320: PC: 80002040, IR: 00f52023, sw a5,0x0(a0)
                 321: PC: 80002044, IR: 00008067, ret
                 322: PC: 80002100, IR: fff40413, addi s0,s0,0x-1
                 323: PC: 80002104, IR: fe0418e3, bnez s0,0x800020f4
                 324: PC: 800020f4, IR: 00040593, addi a1,s0,0x0
                 325: PC: 800020f8, IR: 00048513, addi a0,s1,0x0
                 326: PC: 800020fc, IR: f19ff0ef, jal ra,0x80002014
                 327: PC: 80002014, IR: 00002717, auipc a4,0x2000
                 328: PC: 80002018, IR: cf870713, addi a4,a4,0x-308
                 329: PC: 8000201c, IR: 00472783, lw a5,0x4(a4)
                 330: PC: 80002020, IR: 0047a683, lw a3,0x4(a5)
                 331: PC: 80002024, IR: 00d72223, sw a3,0x4(a4)
                 332: PC: 80002028, IR: 00452703, lw a4,0x4(a0)
                 333: PC: 8000202c, IR: 00e7a223, sw a4,0x4(a5)
                 334: PC: 80002030, IR: 00f52223, sw a5,0x4(a0)
                 335: PC: 80002034, IR: 00b7a023, sw a1,0x0(a5)
                 336: PC: 80002038, IR: 00052783, lw a5,0x0(a0)
                 337: PC: 8000203c, IR: 00178793, addi a5,a5,0x1
                 338: PC: 80002040, IR: 00f52023, sw a5,0x0(a0)
                 339: PC: 80002044, IR: 00008067, ret
                 340: PC: 80002100, IR: fff40413, addi s0,s0,0x-1
                 341: PC: 80002104, IR: fe0418e3, bnez s0,0x800020f4
                 342: PC: 800020f4, IR: 00040593, addi a1,s0,0x0
                 343: PC: 800020f8, IR: 00048513, addi a0,s1,0x0
                 344: PC: 800020fc, IR: f19ff0ef, jal ra,0x80002014
                 345: PC: 80002014, IR: 00002717, auipc a4,0x2000
                 346: PC: 80002018, IR: cf870713, addi a4,a4,0x-308
                 347: PC: 8000201c, IR: 00472783, lw a5,0x4(a4)
                 348: PC: 80002020, IR: 0047a683, lw a3,0x4(a5)
                 349: PC: 80002024, IR: 00d72223, sw a3,0x4(a4)
                 350: PC: 80002028, IR: 00452703, lw a4,0x4(a0)
                 351: PC: 8000202c, IR: 00e7a223, sw a4,0x4(a5)
                 352: PC: 80002030, IR: 00f52223, sw a5,0x4(a0)
                 353: PC: 80002034, IR: 00b7a023, sw a1,0x0(a5)
                 354: PC: 80002038, IR: 00052783, lw a5,0x0(a0)
                 355: PC: 8000203c, IR: 00178793, addi a5,a5,0x1
                 356: PC: 80002040, IR: 00f52023, sw a5,0x0(a0)
                 357: PC: 80002044, IR: 00008067, ret
                 358: PC: 80002100, IR: fff40413, addi s0,s0,0x-1
                 359: PC: 80002104, IR: fe0418e3, bnez s0,0x800020f4
                 360: PC: 800020f4, IR: 00040593, addi a1,s0,0x0
                 361: PC: 800020f8, IR: 00048513, addi a0,s1,0x0
                 362: PC: 800020fc, IR: f19ff0ef, jal ra,0x80002014
                 363: PC: 80002014, IR: 00002717, auipc a4,0x2000
                 364: PC: 80002018, IR: cf870713, addi a4,a4,0x-308
                 365: PC: 8000201c, IR: 00472783, lw a5,0x4(a4)
                 366: PC: 80002020, IR: 0047a683, lw a3,0x4(a5)
                 367: PC: 80002024, IR: 00d72223, sw a3,0x4(a4)
                 368: PC: 80002028, IR: 00452703, lw a4,0x4(a0)
                 369: PC: 8000202c, IR: 00e7a223, sw a4,0x4(a5)
                 370: PC: 80002030, IR: 00f52223, sw a5,0x4(a0)
                 371: PC: 80002034, IR: 00b7a023, sw a1,0x0(a5)
                 372: PC: 80002038, IR: 00052783, lw a5,0x0(a0)
                 373: PC: 8000203c, IR: 00178793, addi a5,a5,0x1
                 374: PC: 80002040, IR: 00f52023, sw a5,0x0(a0)
                 375: PC: 80002044, IR: 00008067, ret
                 376: PC: 80002100, IR: fff40413, addi s0,s0,0x-1
                 377: PC: 80002104, IR: fe0418e3, bnez s0,0x800020f4
                 378: PC: 80002108, IR: 00c12083, lw ra,0xc(sp)
                 379: PC: 8000210c, IR: 00812403, lw s0,0x8(sp)
                 380: PC: 80002110, IR: 00412483, lw s1,0x4(sp)
                 381: PC: 80002114, IR: 01010113, addi sp,sp,0x10
                 382: PC: 80002118, IR: 00008067, ret
                 383: PC: 80002324, IR: 00010513, addi a0,sp,0x0
                 384: PC: 80002328, IR: ef5ff0ef, jal ra,0x8000221c
                 385: PC: 8000221c, IR: ff010113, addi sp,sp,0x-10
                 386: PC: 80002220, IR: 00112623, sw ra,0xc(sp)
                 387: PC: 80002224, IR: 01850713, addi a4,a0,0x18
                 388: PC: 80002228, IR: 01050693, addi a3,a0,0x10
                 389: PC: 8000222c, IR: 00850613, addi a2,a0,0x8
                 390: PC: 80002230, IR: 00052583, lw a1,0x0(a0)
                 391: PC: 80002234, IR: f2dff0ef, jal ra,0x80002160
                 392: PC: 80002160, IR: fe010113, addi sp,sp,0x-20
                 393: PC: 80002164, IR: 00112e23, sw ra,0x1c(sp)
                 394: PC: 80002168, IR: 00812c23, sw s0,0x18(sp)
                 395: PC: 8000216c, IR: 00912a23, sw s1,0x14(sp)
                 396: PC: 80002170, IR: 01212823, sw s2,0x10(sp)
                 397: PC: 80002174, IR: 01312623, sw s3,0xc(sp)
                 398: PC: 80002178, IR: 01412423, sw s4,0x8(sp)
                 399: PC: 8000217c, IR: 00050493, addi s1,a0,0x0
                 400: PC: 80002180, IR: 00060913, addi s2,a2,0x0
                 401: PC: 80002184, IR: 00070993, addi s3,a4,0x0
                 402: PC: 80002188, IR: 00100793, li a5,0x1
                 403: PC: 8000218c, IR: 06f58663, beq a1,a5,0x800021f8
                 404: PC: 80002190, IR: 00068a13, addi s4,a3,0x0
                 405: PC: 80002194, IR: fff58413, addi s0,a1,0x-1
                 406: PC: 80002198, IR: 00068713, addi a4,a3,0x0
                 407: PC: 8000219c, IR: 00098693, addi a3,s3,0x0
                 408: PC: 800021a0, IR: 00040593, addi a1,s0,0x0
                 409: PC: 800021a4, IR: fbdff0ef, jal ra,0x80002160
                 410: PC: 80002160, IR: fe010113, addi sp,sp,0x-20
                 411: PC: 80002164, IR: 00112e23, sw ra,0x1c(sp)
                 412: PC: 80002168, IR: 00812c23, sw s0,0x18(sp)
